secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
655,100,0,9.04956,46.6308,0,459,43.6,12.52093172,56.03753965,0,0,21,0,48,0,0,0,0,0,0,0,0
656,99,0,9.06032,46.7028,0,457,43.4,12.52099836,56.03762825,0,0,21,0,50,0,0,0,0,0,0,0,0
657,99,0,9.07387,47.718,0,438,43.6,12.52107405,56.03774174,0,0,21,0,50,0,0,0,0,0,0,0,0
658,100,0,9.08818,48.0528,0,433,43.6,12.52115552,56.03786353,0,0,21,0,48,0,0,0,0,0,0,0,0
659,102,0,9.10144,48.5712,0,442,43.6,12.52122962,56.03797451,0,0,21,0,49,0,0,0,0,0,0,0,0
660,104,0,9.1154,48.5712,0,434,43.4,12.52130690,56.03808992,0,0,21,0,48,0,0,0,0,0,0,0,0
661,107,0,9.12893,48.7872,0,425,43.2,12.52137303,56.03820735,0,0,21,0,49,0,0,0,0,0,0,0,0
662,105,0,9.14402,52.47,0,394,43,12.52142994,56.03833820,0,0,21,0,45,0,0,0,0,0,0,0,0
663,101,0,9.15803,52.5168,0,388,43,12.52147663,56.03846024,0,0,21,0,49,0,0,0,0,0,0,0,0
664,102,0,9.17206,53.0496,0,442,42.8,12.52151460,56.03858563,0,0,21,0,49,0,0,0,0,0,0,0,0
665,103,0,9.18743,53.9352,0,457,42.8,12.52154285,56.03872343,0,0,21,0,50,0,0,0,0,0,0,0,0
666,104,0,9.20223,54.9396,0,455,42.6,12.52156296,56.03885595,0,0,21,0,50,0,0,0,0,0,0,0,0
667,106,0,9.21759,55.1304,0,414,42.4,12.52158761,56.03899165,0,0,21,0,48,0,0,0,0,0,0,0,0
668,107,0,9.23205,55.152,0,426,42.2,12.52160940,56.03912291,0,0,21,0,48,0,0,0,0,0,0,0,0
669,102,0,9.24847,55.5048,0,421,42,12.52163061,56.03926775,0,0,21,0,50,0,0,0,0,0,0,0,0
670,102,0,9.26423,54.9504,0,398,42,12.52165324,56.03941141,0,0,21,0,49,0,0,0,0,0,0,0,0
671,102,0,9.27964,55.1304,0,436,41.8,12.52168408,56.03954670,0,0,21,0,50,0,0,0,0,0,0,0,0
672,102,0,9.29582,55.1628,0,469,41.8,12.52172993,56.03968886,0,0,21,0,49,0,0,0,0,0,0,0,0
673,103,0,9.3135,55.5876,0,455,41.6,12.52179799,56.03984535,0,-0.51,21,0,50,0,0,0,0,0,0,0,0
674,104,0,9.32712,56.0484,0,419,41.6,12.52186672,56.03996194,0,-0.79,21,0,50,0,0,0,0,0,0,0,0
675,104,0,9.34269,56.6496,0,412,41.4,12.52194836,56.04009261,0,-0.74,21,0,49,0,0,0,0,0,0,0,0
676,103,0,9.35888,57.0024,0,430,41.4,12.52204056,56.04022882,0,-0.68,21,0,49,0,0,0,0,0,0,0,0
677,102,0,9.37495,57.3696,0,496,41.6,12.52212983,56.04036427,0,-0.26,21,0,47,0,0,0,0,0,0,0,0
678,101,0,9.39348,57.3696,0,489,41.6,12.52223570,56.04052000,0,0,21,0,49,0,0,0,0,0,0,0,0
679,101,0,9.40952,57.3372,0,463,41.6,12.52232899,56.04065244,0,0,21,0,47,0,0,0,0,0,0,0,0
680,100,0,9.42216,57.024,0,446,41.8,12.52240241,56.04075847,0,0,21,0,50,0,0,0,0,0,0,0,0
681,101,0,9.43767,56.97,0,407,41.8,12.52249822,56.04088873,0,0,21,0,49,0,0,0,0,0,0,0,0
682,102,0,9.45397,56.9736,0,389,41.6,12.52259696,56.04102292,0,0,21,0,46,0,0,0,0,0,0,0,0
683,102,0,9.47052,57.0636,0,411,41.4,12.52269896,56.04116239,0,0,21,0,50,0,0,0,0,0,0,0,0
684,104,0,9.48989,57.6,0,444,41.2,12.52282251,56.04132224,0,0,21,0,51,0,0,0,0,0,0,0,0
685,105,0,9.50305,57.6,0,460,41,12.52291429,56.04142869,0,0,21,0,50,0,0,0,0,0,0,0,0
686,105,0,9.51951,57.6,0,482,40.6,12.52303600,56.04155995,0,0,21,0,50,0,0,0,0,0,0,0,0
687,105,0,9.5358,57.618,0,478,40.6,12.52317824,56.04167981,0,-0.48,21,0,49,0,0,0,0,0,0,0,0
688,105,0,9.55393,57.8808,0,416,40.6,12.52334479,56.04181576,0,-0.86,21,0,48,0,0,0,0,0,0,0,0
689,104,0,9.57331,57.9852,0,412,40.6,12.52353363,56.04195231,0,-0.93,21,0,48,0,0,0,0,0,0,0,0
690,104,0,9.58753,58.1688,0,410,40.4,12.52367202,56.04205423,0,-0.91,21,0,46,0,0,0,0,0,0,0,0
691,104,0,9.60463,58.554,0,418,40.2,12.52383773,56.04217501,0,-0.82,21,0,49,0,0,0,0,0,0,0,0
692,105,0,9.62417,59.0436,0,437,40,12.52402548,56.04231574,0,-0.74,21,0,50,0,0,0,0,0,0,0,0
693,106,0,9.64052,59.1768,0,452,39.8,12.52419496,56.04243032,0,-0.71,21,0,48,0,0,0,0,0,0,0,0
694,106,0,9.65661,59.2344,0,431,39.8,12.52435942,56.04253912,0,-0.7,21,0,50,0,0,0,0,0,0,0,0
695,107,0,9.67268,59.2992,0,425,39.6,12.52452278,56.04265278,0,-0.72,21,0,49,0,0,0,0,0,0,0,0
696,108,0,9.68648,59.3064,0,448,39.4,12.52465061,56.04275219,0,-0.76,21,0,50,0,0,0,0,0,0,0,0
697,108,0,9.70628,59.4072,0,405,39,12.52483350,56.04289946,0,-0.84,21,0,47,0,0,0,0,0,0,0,0
698,108,0,9.72358,59.5116,0,407,38.8,12.52498806,56.04302821,0,-0.91,21,0,48,0,0,0,0,0,0,0,0
699,108,0,9.73988,59.6232,0,414,38.8,12.52513173,56.04315117,0,-0.95,21,0,49,0,0,0,0,0,0,0,0
700,108,0,9.75718,59.922,0,409,38.6,12.52527740,56.04328285,0,-0.99,21,0,49,0,0,0,0,0,0,0,0
701,107,0,9.77328,60.12,0,426,38.4,12.52541043,56.04340606,0,-1.02,21,0,48,0,0,0,0,0,0,0,0
702,106,0,9.78968,59.9004,0,441,38.4,12.52555476,56.04352860,0,-1.01,21,0,51,0,0,0,0,0,0,0,0
703,106,0,9.80628,59.9148,0,427,38.4,12.52569960,56.04365458,0,-0.98,21,0,48,0,0,0,0,0,0,0,0
704,105,0,9.82048,60.138,0,468,38.4,12.52582223,56.04376338,0,-0.88,21,0,48,0,0,0,0,0,0,0,0
705,103,0,9.83668,60.1992,0,482,38.6,12.52595785,56.04388668,0,-0.52,21,0,49,0,0,0,0,0,0,0,0
706,103,0,9.85638,60.1236,0,502,38.8,12.52612725,56.04403638,0,-0.06,21,0,50,0,0,0,0,0,0,0,0
707,101,0,9.87288,58.7916,0,488,39.2,12.52627921,56.04415708,0,-0.09,21,0,50,0,0,0,0,0,0,0,0
708,100,0,9.88838,57.1932,0,448,39.4,12.52642388,56.04427149,0,0.23,21,0,48,0,0,0,0,0,0,0,0
709,99,0,9.90458,56.8728,0,451,39.6,12.52657425,56.04439144,0,0.52,21,0,49,0,0,0,0,0,0,0,0
710,98,0,9.91968,55.44,0,457,39.8,12.52671465,56.04450082,0,0.78,21,0,49,0,0,0,0,0,0,0,0
711,96,0,9.93508,55.1196,0,454,40,12.52685697,56.04461247,0,0.98,21,0,48,0,0,0,0,0,0,0,0
712,96,0,9.94958,54.954,0,447,40.4,12.52699108,56.04471850,0,1.14,21,0,46,0,0,0,0,0,0,0,0
713,100,0,9.96488,53.6292,0,453,40.8,12.52713224,56.04483333,0,1.3,21,0,51,0,0,0,0,0,0,0,0
714,99,0,9.97908,52.6824,0,484,41.2,12.52726459,56.04493626,0,1.45,21,0,50,0,0,0,0,0,0,0,0
715,99,0,9.99418,52.362,0,463,41.4,12.52741529,56.04504238,0,1.56,21,0,52,0,0,0,0,0,0,0,0
716,100,0,10.0081,51.7284,0,404,41.2,12.52756231,56.04513734,0,1.63,21,0,48,0,0,0,0,0,0,0,0
717,102,0,10.0225,51.75,0,390,41.2,12.52771117,56.04523340,0,1.59,21,0,48,0,0,0,0,0,0,0,0
718,102,0,10.0373,52.1712,0,391,41.2,12.52786741,56.04533457,0,1.44,21,0,48,0,0,0,0,0,0,0,0
719,103,0,10.0494,53.4708,0,397,41,12.52799348,56.04541738,0,0.9,21,0,49,0,0,0,0,0,0,0,0
720,103,0,10.0679,53.4708,0,401,41,12.52819104,56.04553968,0,0,21,0,49,0,0,0,0,0,0,0,0
721,103,0,10.0829,53.4096,0,346,41,12.52835122,56.04564160,0,0,21,0,48,0,0,0,0,0,0,0,0
722,102,0,10.0976,52.8696,0,313,40.8,12.52850989,56.04573875,0,0,21,0,53,0,0,0,0,0,0,0,0
723,101,0,10.1097,52.8696,0,254,40.8,12.52863997,56.04581921,0,-0.11,21,0,56,0,0,0,0,0,0,0,0
724,107,0,10.1246,52.8696,0,206,40.8,12.52880141,56.04591996,0,-0.39,21,0,51,0,0,0,0,0,0,0,0
725,111,0,10.1415,52.8696,0,184,40.8,12.52898874,56.04602708,0,-0.3,21,0,49,0,0,0,0,0,0,0,0
726,111,0,10.1558,52.8696,0,194,40.8,12.52915437,56.04611618,0,0,21,0,47,0,0,0,0,0,0,0,0
727,110,0,10.17,52.8696,0,214,41,12.52931782,56.04620838,0,0,21,0,42,0,0,0,0,0,0,0,0
728,109,0,10.1841,52.7904,0,236,41,12.52948085,56.04629497,0,0,21,0,57,0,0,0,0,0,0,0,0
729,105,0,10.1979,51.894,0,181,41.2,12.52963901,56.04637879,0,0,21,0,48,0,0,0,0,0,0,0,0
730,82,0,10.2097,51.1668,0,152,41.2,12.52977195,56.04645682,0,0,21,0,46,0,0,0,0,0,0,0,0
731,54,0,10.2259,50.8716,0,131,41.2,12.52996172,56.04655372,0,0,21,0,25,0,0,0,0,0,0,0,0
732,28,0,10.2384,48.5496,0,95,41.2,12.53013128,56.04661407,0,0,21,0,5,0,0,0,0,0,0,0,0
733,73,0,10.2487,47.2464,0,207,41.2,12.53029087,56.04663888,0,0,21,0,52,0,0,0,0,0,0,0,0
734,98,0,10.2612,47.0016,0,590,41.2,12.53048944,56.04664039,0,0,21,0,53,0,0,0,0,0,0,0,0
735,99,0,10.274,47.0376,0,588,41.2,12.53069035,56.04661298,0,0,21,0,52,0,0,0,0,0,0,0,0
736,100,0,10.2898,47.8188,0,558,41.4,12.53092597,56.04656000,0,0,21,0,53,0,0,0,0,0,0,0,0
737,101,0,10.3036,48.8016,0,518,41,12.53112965,56.04651340,0,0,21,0,49,0,0,0,0,0,0,0,0
738,103,0,10.3146,48.8016,0,486,40.6,12.53129276,56.04647543,0,0,21,0,48,0,0,0,0,0,0,0,0
739,103,0,10.3303,48.8016,0,446,40.4,12.53152863,56.04642413,0,0,21,0,47,0,0,0,0,0,0,0,0
740,105,0,10.3448,48.8016,0,424,40.2,12.53174564,56.04638088,0,0,21,0,48,0,0,0,0,0,0,0,0
741,105,0,10.3567,48.9996,0,436,40,12.53192367,56.04634073,0,0,21,0,49,0,0,0,0,0,0,0,0
742,107,0,10.3712,51.4836,0,460,39.6,12.53213699,56.04628852,0,0,21,0,49,0,0,0,0,0,0,0,0
743,107,0,10.386,52.4196,0,444,39.6,12.53235349,56.04623462,0,-0.19,21,0,46,0,0,0,0,0,0,0,0
744,107,0,10.4003,52.704,0,430,39.4,12.53256388,56.04618223,0,-1.48,21,0,49,0,0,0,0,0,0,0,0
745,107,0,10.415,52.7292,0,436,39.2,12.53277929,56.04612842,0,-1.49,21,0,49,0,0,0,0,0,0,0,0
746,108,0,10.4297,51.4764,0,470,39,12.53299546,56.04607536,0,-1.44,21,0,49,0,0,0,0,0,0,0,0
747,108,0,10.4444,52.416,0,476,38.8,12.53321389,56.04602549,0,-1.27,21,0,48,0,0,0,0,0,0,0,0
748,109,0,10.4591,52.704,0,450,38.8,12.53342931,56.04597218,0,-1.16,21,0,49,0,0,0,0,0,0,0,0
749,110,0,10.4739,52.8084,0,422,38.8,12.53364556,56.04591544,0,-1.07,21,0,50,0,0,0,0,0,0,0,0
750,109,0,10.4888,52.9992,0,417,38.6,12.53386475,56.04586121,0,-0.95,21,0,50,0,0,0,0,0,0,0,0
751,110,0,10.5042,53.0028,0,423,38.6,12.53408787,56.04580245,0,-0.84,21,0,50,0,0,0,0,0,0,0,0
752,110,0,10.5184,53.0316,0,438,38.6,12.53429566,56.04575056,0,-0.72,21,0,49,0,0,0,0,0,0,0,0
753,111,0,10.5331,53.0712,0,448,38.4,12.53450923,56.04569407,0,-0.62,21,0,49,0,0,0,0,0,0,0,0
754,111,0,10.5482,53.1072,0,445,38.2,12.53473085,56.04564017,0,-0.56,21,0,47,0,0,0,0,0,0,0,0
755,111,0,10.5633,53.2728,0,454,38.2,12.53494979,56.04558259,0,-0.52,21,0,50,0,0,0,0,0,0,0,0
756,111,0,10.5811,53.3124,0,438,38.2,12.53521046,56.04551520,0,-0.54,21,0,49,0,0,0,0,0,0,0,0
757,111,0,10.5934,53.5716,0,417,38.2,12.53539084,56.04547270,0,-0.53,21,0,48,0,0,0,0,0,0,0,0
758,111,0,10.6086,53.6364,0,405,38,12.53561447,56.04541830,0,-0.54,21,0,48,0,0,0,0,0,0,0,0
759,111,0,10.6268,53.7696,0,421,38,12.53588026,56.04534957,0,-0.54,21,0,49,0,0,0,0,0,0,0,0
760,111,0,10.6386,53.7696,0,446,38,12.53604849,56.04530088,0,-0.51,21,0,49,0,0,0,0,0,0,0,0
761,111,0,10.6532,53.7696,0,463,37.6,12.53626315,56.04524748,0,-0.49,21,0,48,0,0,0,0,0,0,0,0
762,110,0,10.6679,53.7696,0,448,37.4,12.53648166,56.04519811,0,-0.51,21,0,50,0,0,0,0,0,0,0,0
763,111,0,10.6829,53.7696,0,425,37.4,12.53670554,56.04514816,0,-0.57,21,0,48,0,0,0,0,0,0,0,0
764,110,0,10.6981,53.7732,0,405,37.2,12.53693093,56.04509468,0,-0.64,21,0,47,0,0,0,0,0,0,0,0
765,110,0,10.7133,53.7984,0,400,37,12.53715775,56.04504556,0,-0.73,21,0,48,0,0,0,0,0,0,0,0
766,109,0,10.7275,53.7984,0,407,37,12.53737190,56.04500198,0,-0.82,21,0,51,0,0,0,0,0,0,0,0
767,109,0,10.7427,53.7696,0,433,36.8,12.53760199,56.04495965,0,-0.83,21,0,49,0,0,0,0,0,0,0,0
768,109,0,10.7581,53.6004,0,444,36.6,12.53784062,56.04492034,0,-0.81,21,0,48,0,0,0,0,0,0,0,0
769,109,0,10.7722,53.6004,0,444,36.4,12.53805914,56.04488706,0,-0.8,21,0,49,0,0,0,0,0,0,0,0
770,108,0,10.7902,53.5716,0,437,36.4,12.53834001,56.04484842,0,-0.79,21,0,49,0,0,0,0,0,0,0,0
771,109,0,10.8017,53.5716,0,424,36.4,12.53851888,56.04482629,0,-0.71,21,0,49,0,0,0,0,0,0,0,0
772,110,0,10.8166,53.6004,0,430,36.4,12.53875131,56.04479586,0,-0.68,21,0,50,0,0,0,0,0,0,0,0
773,111,0,10.8315,53.4708,0,420,36.4,12.53898550,56.04476904,0,-0.65,21,0,47,0,0,0,0,0,0,0,0
774,111,0,10.8469,53.4708,0,436,36.4,12.53922833,56.04474163,0,-0.57,21,0,51,0,0,0,0,0,0,0,0
775,112,0,10.8626,53.4708,0,431,36.2,12.53947517,56.04471816,0,-0.49,21,0,46,0,0,0,0,0,0,0,0
776,112,0,10.8781,53.4888,0,423,36,12.53972051,56.04469520,0,-0.42,21,0,47,0,0,0,0,0,0,0,0
777,112,0,10.8926,53.6796,0,435,36,12.53995152,56.04467684,0,-0.37,21,0,48,0,0,0,0,0,0,0,0
778,112,0,10.9075,53.874,0,436,36,12.54018881,56.04465471,0,-0.34,21,0,49,0,0,0,0,0,0,0,0
779,111,0,10.9248,54.0936,0,449,36,12.54046432,56.04464088,0,-0.34,21,0,49,0,0,0,0,0,0,0,0
780,111,0,10.9416,54.2988,0,437,36,12.54073296,56.04462756,0,-0.38,21,0,49,0,0,0,0,0,0,0,0
781,111,0,10.9534,54.2988,0,413,36,12.54092290,56.04462026,0,-0.36,21,0,48,0,0,0,0,0,0,0,0
782,110,0,10.9685,54.2988,0,419,36,12.54116421,56.04461306,0,0,21,0,49,0,0,0,0,0,0,0,0
783,109,0,10.9864,54.2988,0,429,35.8,12.54145087,56.04461674,0,0,21,0,49,0,0,0,0,0,0,0,0
784,108,0,11.0004,54.2988,0,425,36,12.54167559,56.04461674,0,0,21,0,47,0,0,0,0,0,0,0,0
785,107,0,11.0157,54.1692,0,456,36,12.54192026,56.04461674,0,0,21,0,48,0,0,0,0,0,0,0,0
786,107,0,11.0269,54.1692,0,485,36.2,12.54210139,56.04461666,0,0,21,0,49,0,0,0,0,0,0,0,0
787,106,0,11.042,53.82,0,469,36.2,12.54234363,56.04461264,0,0,21,0,48,0,0,0,0,0,0,0,0
788,105,0,11.0592,53.514,0,444,36.4,12.54261847,56.04460484,0,0,21,0,49,0,0,0,0,0,0,0,0
789,105,0,11.0721,53.1432,0,457,36.8,12.54282517,56.04459311,0,0,21,0,48,0,0,0,0,0,0,0,0
790,103,0,11.0852,52.7616,0,469,37,12.54303363,56.04458112,0,0.04,21,0,47,0,0,0,0,0,0,0,0
791,102,0,11.0997,52.2936,0,491,37.2,12.54326413,56.04456578,0,0.67,21,0,49,0,0,0,0,0,0,0,0
792,101,0,11.1157,51.822,0,498,37.6,12.54352095,56.04455136,0,0.87,21,0,49,0,0,0,0,0,0,0,0
793,101,0,11.13,49.7988,0,491,37.8,12.54374886,56.04453921,0,1.08,21,0,50,0,0,0,0,0,0,0,0
794,100,0,11.1434,50.9256,0,486,38,12.54396083,56.04452387,0,1.24,21,0,48,0,0,0,0,0,0,0,0
795,99,0,11.1568,50.8428,0,493,38,12.54417348,56.04450459,0,1.36,21,0,50,0,0,0,0,0,0,0,0
796,98,0,11.1674,50.4864,0,473,38.2,12.54434213,56.04448540,0,1.45,21,0,50,0,0,0,0,0,0,0,0
797,101,0,11.1834,49.6404,0,449,38.4,12.54459157,56.04445472,0,1.42,21,0,49,0,0,0,0,0,0,0,0
798,103,0,11.1937,48.924,0,467,38.6,12.54475292,56.04443259,0,1.37,21,0,50,0,0,0,0,0,0,0,0
799,102,0,11.207,48.7584,0,471,39,12.54496063,56.04440887,0,1.3,21,0,49,0,0,0,0,0,0,0,0
800,102,0,11.2198,48.5928,0,474,39.2,12.54516045,56.04438180,0,1.31,21,0,48,0,0,0,0,0,0,0,0
801,102,0,11.2332,48.4092,0,487,39.4,12.54536690,56.04434710,0,1.31,21,0,50,0,0,0,0,0,0,0,0
802,102,0,11.2487,47.4948,0,472,39.6,12.54560411,56.04430536,0,1.35,21,0,48,0,0,0,0,0,0,0,0
803,101,0,11.2617,47.394,0,459,39.6,12.54580267,56.04427091,0,1.41,21,0,49,0,0,0,0,0,0,0,0
804,100,0,11.2742,46.8684,0,460,39.8,12.54599428,56.04423386,0,1.41,21,0,47,0,0,0,0,0,0,0,0
805,100,0,11.2852,46.8576,0,483,40,12.54615882,56.04420134,0,1.41,21,0,48,0,0,0,0,0,0,0,0
806,100,0,11.3001,46.6848,0,471,40.2,12.54638572,56.04415649,0,1.35,21,0,50,0,0,0,0,0,0,0,0
807,99,0,11.3125,46.4652,0,454,40.6,12.54657222,56.04411878,0,1.26,21,0,48,0,0,0,0,0,0,0,0
808,100,0,11.3251,46.3644,0,467,40.6,12.54675888,56.04407720,0,1.24,21,0,50,0,0,0,0,0,0,0,0
809,100,0,11.3351,46.2456,0,472,40.8,12.54690716,56.04404225,0,1.2,21,0,48,0,0,0,0,0,0,0,0
810,99,0,11.3478,45.7524,0,461,41,12.54709483,56.04399632,0,1.17,21,0,49,0,0,0,0,0,0,0,0
811,99,0,11.3631,45.3996,0,470,41.2,12.54731971,56.04394217,0,1.18,21,0,50,0,0,0,0,0,0,0,0
812,99,0,11.3753,45.3996,0,462,41.2,12.54749791,56.04389741,0,1.2,21,0,50,0,0,0,0,0,0,0,0
813,98,0,11.3876,45.3708,0,451,41.2,12.54767544,56.04384728,0,1.18,21,0,49,0,0,0,0,0,0,0,0
814,98,0,11.4005,45.3708,0,452,41.4,12.54785666,56.04379280,0,1.1,21,0,50,0,0,0,0,0,0,0,0
815,99,0,11.4131,45.3708,0,457,41.6,12.54803343,56.04373690,0,1.04,21,0,48,0,0,0,0,0,0,0,0
816,99,0,11.4264,45.3672,0,474,41.8,12.54822060,56.04368124,0,0.98,21,0,50,0,0,0,0,0,0,0,0
817,100,0,11.4383,45.3312,0,455,41.8,12.54838849,56.04362994,0,0.93,21,0,50,0,0,0,0,0,0,0,0
818,101,0,11.451,45.3312,0,437,42,12.54856786,56.04357605,0,0.91,21,0,49,0,0,0,0,0,0,0,0
819,101,0,11.4635,45.3312,0,421,42,12.54874237,56.04351939,0,0.88,21,0,49,0,0,0,0,0,0,0,0
820,102,0,11.4764,45.3708,0,437,42,12.54892141,56.04346147,0,0.84,21,0,49,0,0,0,0,0,0,0,0
821,102,0,11.4893,45.4536,0,445,42.2,12.54909835,56.04340036,0,0.79,21,0,49,0,0,0,0,0,0,0,0
822,103,0,11.5026,46.8468,0,439,42.2,12.54928116,56.04333943,0,0.76,21,0,49,0,0,0,0,0,0,0,0
823,104,0,11.5161,45.8784,0,416,42.2,12.54946892,56.04327748,0,0.68,21,0,48,0,0,0,0,0,0,0,0
824,105,0,11.5293,46.0044,0,406,42.2,12.54965039,56.04321747,0,0.6,21,0,49,0,0,0,0,0,0,0,0
825,104,0,11.5433,46.7424,0,406,42.2,12.54983990,56.04315100,0,0.51,21,0,41,0,0,0,0,0,0,0,0
826,101,0,11.5565,46.9512,0,432,42,12.55001927,56.04308797,0,0.02,21,0,49,0,0,0,0,0,0,0,0
827,101,0,11.57,47.9412,0,425,42,12.55020963,56.04303072,0,0,21,0,48,0,0,0,0,0,0,0,0
828,102,0,11.5836,48.2112,0,419,42,12.55040006,56.04296978,0,0,21,0,51,0,0,0,0,0,0,0,0
829,103,0,11.5979,48.4884,0,410,41.8,12.55060165,56.04290726,0,0,21,0,49,0,0,0,0,0,0,0,0
830,104,0,11.6116,48.7404,0,403,41.8,12.55079653,56.04285160,0,0,21,0,48,0,0,0,0,0,0,0,0
831,105,0,11.6259,49.0392,0,421,41.6,12.55099971,56.04279334,0,0,21,0,50,0,0,0,0,0,0,0,0
832,106,0,11.6398,50.0112,0,438,41.4,12.55120087,56.04273744,0,-0.47,21,0,48,0,0,0,0,0,0,0,0
833,107,0,11.6546,50.31,0,456,41.2,12.55141670,56.04268228,0,-0.61,21,0,49,0,0,0,0,0,0,0,0
834,103,0,11.6687,50.8248,0,442,41.2,12.55162156,56.04263057,0,-0.69,21,0,47,0,0,0,0,0,0,0,0
835,102,0,11.6837,52.1064,0,438,41,12.55184066,56.04257349,0,-0.75,21,0,48,0,0,0,0,0,0,0,0
836,103,0,11.6983,53.9532,0,427,40.6,12.55206136,56.04253133,0,-0.82,21,0,49,0,0,0,0,0,0,0,0
837,103,0,11.7141,54.3708,0,392,40.6,12.55229957,56.04248011,0,-0.92,21,0,46,0,0,0,0,0,0,0,0
838,103,0,11.729,54.3852,0,420,40.4,12.55252580,56.04243569,0,-0.98,21,0,49,0,0,0,0,0,0,0,0
839,104,0,11.7438,54.5328,0,448,40.2,12.55275161,56.04239437,0,-1.02,21,0,50,0,0,0,0,0,0,0,0
840,105,0,11.7592,53.9496,0,449,40,12.55298739,56.04235531,0,-1.05,21,0,48,0,0,0,0,0,0,0,0
841,105,0,11.7749,54.1872,0,435,39.8,12.55322544,56.04231281,0,-1.06,21,0,49,0,0,0,0,0,0,0,0
842,106,0,11.7899,54.378,0,429,39.6,12.55345569,56.04227258,0,-1.06,21,0,50,0,0,0,0,0,0,0,0
843,106,0,11.8052,54.5724,0,409,39.4,12.55369080,56.04223117,0,-1.09,21,0,49,0,0,0,0,0,0,0,0
844,107,0,11.8207,54.6336,0,387,39.2,12.55393211,56.04219672,0,-1.1,21,0,45,0,0,0,0,0,0,0,0
845,105,0,11.8366,54.7308,0,401,39,12.55417938,56.04216227,0,-1.11,21,0,48,0,0,0,0,0,0,0,0
846,105,0,11.8517,54.7308,0,418,38.8,12.55441642,56.04213511,0,-1.14,21,0,50,0,0,0,0,0,0,0,0
847,105,0,11.8659,54.756,0,451,38.6,12.55463829,56.04210527,0,-1.18,21,0,51,0,0,0,0,0,0,0,0
848,105,0,11.8814,55.404,0,454,38.4,12.55487986,56.04207099,0,-1.19,21,0,49,0,0,0,0,0,0,0,0
849,105,0,11.8976,55.53,0,421,38.4,12.55513265,56.04204057,0,-1.16,21,0,48,0,0,0,0,0,0,0,0
850,105,0,11.9133,55.53,0,415,38.4,12.55538218,56.04201399,0,-1.11,21,0,49,0,0,0,0,0,0,0,0
851,105,0,11.9286,55.5228,0,424,38.2,12.55562341,56.04199095,0,-0.97,21,0,47,0,0,0,0,0,0,0,0
852,105,0,11.9438,55.4004,0,454,38,12.55586347,56.04196781,0,-0.84,21,0,49,0,0,0,0,0,0,0,0
853,105,0,11.9588,55.3716,0,460,38,12.55609984,56.04194107,0,-0.75,21,0,48,0,0,0,0,0,0,0,0
854,104,0,11.9741,54.8928,0,445,38,12.55634032,56.04191400,0,-0.66,21,0,49,0,0,0,0,0,0,0,0
855,104,0,11.9885,54.8316,0,429,38,12.55656688,56.04189187,0,-0.56,21,0,50,0,0,0,0,0,0,0,0
856,104,0,12.0034,54.8316,0,424,38.2,12.55680241,56.04186497,0,-0.47,21,0,49,0,0,0,0,0,0,0,0
857,103,0,12.0182,54.8316,0,430,38.2,12.55703426,56.04183839,0,-0.03,21,0,47,0,0,0,0,0,0,0,0
858,102,0,12.0333,54.81,0,444,38.2,12.55727138,56.04181140,0,0,21,0,49,0,0,0,0,0,0,0,0
859,101,0,12.0481,54.4176,0,460,38.2,12.55750264,56.04178090,0,0,21,0,48,0,0,0,0,0,0,0,0
860,100,0,12.0629,54.1584,0,462,38.4,12.55773389,56.04174963,0,0,21,0,49,0,0,0,0,0,0,0,0
861,99,0,12.0773,53.8704,0,464,38.6,12.55795224,56.04170822,0,0,21,0,48,0,0,0,0,0,0,0,0
862,98,0,12.0916,51.5376,0,470,38.6,12.55817026,56.04166648,0,0,21,0,49,0,0,0,0,0,0,0,0
863,97,0,12.1064,50.7636,0,457,38.8,12.55839715,56.04162675,0,0,21,0,48,0,0,0,0,0,0,0,0
864,96,0,12.1196,50.778,0,456,39,12.55860033,56.04159322,0,0.41,21,0,47,0,0,0,0,0,0,0,0
865,98,0,12.1331,52.0092,0,450,39,12.55880619,56.04155567,0,0.54,21,0,50,0,0,0,0,0,0,0,0
866,101,0,12.1471,51.5268,0,469,39.2,12.55901842,56.04151686,0,0.68,21,0,48,0,0,0,0,0,0,0,0
867,101,0,12.1608,50.7672,0,483,39.6,12.55922738,56.04147487,0,0.89,21,0,49,0,0,0,0,0,0,0,0
868,100,0,12.1748,50.6412,0,468,39.6,12.55943617,56.04142919,0,1.02,21,0,49,0,0,0,0,0,0,0,0
869,99,0,12.1885,49.6296,0,450,39.4,12.55964044,56.04138628,0,1.01,21,0,48,0,0,0,0,0,0,0,0
870,99,0,12.202,49.5972,0,430,39.4,12.55983641,56.04133406,0,0.91,21,0,48,0,0,0,0,0,0,0,0
871,99,0,12.2155,49.5252,0,430,39.6,12.56003850,56.04129131,0,0.83,21,0,49,0,0,0,0,0,0,0,0
872,99,0,12.2285,48.8916,0,442,39.6,12.56023371,56.04125024,0,0.08,21,0,49,0,0,0,0,0,0,0,0
873,99,0,12.2421,48.7008,0,448,39.6,12.56043722,56.04120791,0,0,21,0,48,0,0,0,0,0,0,0,0
874,100,0,12.256,48.7008,0,448,39.4,12.56064719,56.04116256,0,0,21,0,50,0,0,0,0,0,0,0,0
